AJ010407_Pterosperma_cristatum	Eukaryota;ARCHAEPLASTIDA;Chlorophyta;Pyramimonadales;Pyramimonadales_X;Pyramimonadales_XX;Pterosperma;Pterosperma+cristatum;Pterosperma;Pterosperma+cristatum
X13688_Chlorella_vulgaris	Eukaryota;ARCHAEPLASTIDA;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellales_X;Chlorella;Chlorella+vulgaris;Chlorella;Chlorella+vulgaris
AJ005414_Ulva_rigida	Eukaryota;ARCHAEPLASTIDA;Chlorophyta;Ulvophyceae;Ulvales-relatives;Ulvales-relatives_X;Ulva;Ulva+rigida;Ulva;Ulva+rigida
Y16465_Chara_globularis	Eukaryota;ARCHAEPLASTIDA;Streptophyta;Charophyceae;Charophyceae_X;Charophyceae_XX;Chara;Chara+globularis;Chara;Chara+globularis
X68825_Coleochaete_scutata	Eukaryota;ARCHAEPLASTIDA;Streptophyta;Coleochaetophyceae;Coleochaetophyceae_X;Coleochaetophyceae_XX;Coleochaete;Coleochaete+scutata;Coleochaete;Coleochaete+scutata
X79407_Abies_lasiocarpa	Eukaryota;ARCHAEPLASTIDA;Streptophyta;Embryophyceae;Embryophyceae_X;Embryophyceae_XX;Abies;Abies+lasiocarpa;Abies;Abies+lasiocarpa
X52322_Arabidopsis_thaliana	Eukaryota;ARCHAEPLASTIDA;Streptophyta;Embryophyceae;Embryophyceae_X;Embryophyceae_XX;Arabidopsis;Arabidopsis+thaliana;Arabidopsis;Arabidopsis+thaliana
X81964_Huperzia_phlegmaria	Eukaryota;ARCHAEPLASTIDA;Streptophyta;Embryophyceae;Embryophyceae_X;Embryophyceae_XX;Huperzia;Huperzia+phlegmaria;Huperzia;Huperzia+phlegmaria
X75521_Marchantia_polymorpha	Eukaryota;ARCHAEPLASTIDA;Streptophyta;Embryophyceae;Embryophyceae_X;Embryophyceae_XX;Marchantia;Marchantia+polymorpha;Marchantia;Marchantia+polymorpha
U18628_Pteridium_aquilinum	Eukaryota;ARCHAEPLASTIDA;Streptophyta;Embryophyceae;Embryophyceae_X;Embryophyceae_XX;Pteridium;Pteridium+aquilinum;Pteridium;Pteridium+aquilinum
AY049040_Triticum_aestivum	Eukaryota;ARCHAEPLASTIDA;Streptophyta;Embryophyceae;Embryophyceae_X;Embryophyceae_XX;Triticum;Triticum+aestivum;Triticum;Triticum+aestivum
AJ250112_Klebsormidium_nitens	Eukaryota;ARCHAEPLASTIDA;Streptophyta;Klebsormidiophyceae;Klebsormidiophyceae_X;Klebsormidiophyceae_XX;Klebsormidium;Klebsormidium+nitens;Klebsormidium;Klebsormidium+nitens
AJ250110_Chaetosphaeridium_globosum	Eukaryota;ARCHAEPLASTIDA;Streptophyta;Mesostigmatophyceae;Mesostigmatophyceae_X;Mesostigmatophyceae_XX;Chaetosphaeridium;Chaetosphaeridium+globosum;Chaetosphaeridium;Chaetosphaeridium+globosum
AJ250109_Mesostigma_viride	Eukaryota;ARCHAEPLASTIDA;Streptophyta;Mesostigmatophyceae;Mesostigmatophyceae_X;Mesostigmatophyceae_XX;Mesostigma;Mesostigma+viride;Mesostigma;Mesostigma+viride
AF352242_Closterium_selenastrum_R940	Eukaryota;ARCHAEPLASTIDA;Streptophyta;Zygnemophyceae;Zygnemophyceae_X;Zygnemophyceae_XX;Closterium;Closterium+selenastrum;Closterium;Closterium+selenastrum
AJ428117_Desmidium_grevillii	Eukaryota;ARCHAEPLASTIDA;Streptophyta;Zygnemophyceae;Zygnemophyceae_X;Zygnemophyceae_XX;Desmidium;Desmidium+grevillei;Desmidium;Desmidium+grevillei
